ID,Evidence level,Family,Experiment,Result,Verdict,Primary source,Status,Evidence tier,Overlap cluster,Update batch
T80,Exact deterministic physical-projection theorem,Late-interface source capacity,CLAF physical source-span oracle gate,Any fan based on sampled late-source states C can output only W31 C alpha. Its exact oracle residual is d^T G d - b^T H^dagger b in the final-output Gram metric. The union span of both cross-fit folds upper-bounds every corresponding CLAF construction.,"Run this deterministic oracle gate before fan implementation. The frozen s=9, M=64 proposal requires union-span residual <=0.00502; failure closes the construction without coefficient fitting or protected data.",T80_CLAF_PHYSICAL_SOURCE_SPAN_GATE.md; PREREG_PHYSICAL_SOURCE_SPAN_GATE.md,Proved / exposed-array numerical application open,Proof / analytic,Adaptive correction / CLAF capacity,2026-07-30 non-overlap continuation v25
M172,Deterministic limiting-model diagnostic on exact Kerdock incidence,Off-support posterior information,Two-plane capture of dominant posterior-score direction,"Granting exact final-preactivation observations on 64 rays, a same-basis plane captured 6.3969e-5 and a cross-basis plane 6.3956e-5 of the dominant even-global posterior-score energy. Capture was already nearly saturated by 32 rays.",Strongly disfavors the current two-plane geometry in the fixed-preactivation Gaussian channel. It is not a closure of CLAF's richer finite-width transported late-source field; T80 is the decisive physical test.,POSTERIOR_SCORE_PLANE_DIAGNOSTIC.md; plane_capture_diagnostic.json,Diagnostic / reproduced / scoped,Synthetic / analytic,Adaptive correction / CLAF geometry,2026-07-30 non-overlap continuation v25
M173,Frozen 36-case development/validation/confirmation audit,Late-interface direct-output source,Basis-resolved output PCA source frontier,Target-free adaptive energy rule selected mean rank35.75/35.50/36.25; pooled ratios0.0633/0.0782/0.0749 and worst0.2129/0.2260/0.1830.,Gate A passed; leading legal source,AGENT8_WHITEBOX_OBSERVABLE_DISCOVERY_REPORT.md,Scientific / recorded,Full-width grouped frozen splits,Adaptive correction / direct output,2026-07-30 v26 post-agent
M174,Frozen grouped mechanism tournament,Coefficient observability,Signed observable catalog for direct and hidden sources,"All tested gate/margin, skew, Walsh, axis/MUB, antipodal and small-combination mechanisms fail untouched validation/confirmation; sign near chance and ratios generally≥1.",Failed broad tested observable class,AGENT8_WHITEBOX_OBSERVABLE_DISCOVERY_REPORT.md,Closed tested forms,Full-width grouped frozen splits,Adaptive correction / phase,2026-07-30 v26 post-agent
T81,Exact theorem + public-design verifier,Information bound,Finite-design homogeneous-ReLU blind spot,"For any finite nonzero design in d≥2, a width2 three-ReLU-layer homogeneous network can vanish on every design node yet have positive Gaussian mean; identical129-group transcript need not determine target.",Closes universal transcript-only exact identity,AGENT4_REPLAYABILITY_CONTINUATION_V3.md,Theorem complete,Proof / public design,Information / observability,2026-07-30 v26 post-agent
T82,Exact theorem + convex optimization formulation,Coefficient observability,Arbitrary checkpoint-gauge telescope and source-specific SOCP,Every terminal contraction admits exact checkpoint gauges; for a frozen source/partition the globally optimal linear telescope is a convex SOCP with direct estimation feasible.,Use as bounded source-specific falsifier/certificate,WHestBench_Agent2_Checkpoint_Gauge_Continuation_20260730.md,Theorem complete / source-specific application open,Proof + architecture diagnostics,Adaptive correction / checkpoint gauges,2026-07-30 v26 post-agent
M175,Frozen 12-case confirmation + 8-case pilots,Conic adaptive correction,Single-scale conic30 confirmation and estimator closure,"Source pooled0.156212, median0.239277, worst0.311349; only5/12 pass zero-cost gate. Best exact-control pilot adjusted≥2.348 and variance-cost≥27.4× allowed.",Stop conic30 candidate and tested pilot/control descendants,AGENT7_CONTINUATION_FINAL_REPORT.md,Closed tested forms,Full-width confirmation / no protected,Adaptive correction / conic30,2026-07-30 v26 post-agent
T83,Exact linear-algebra identity,Conic adaptive correction,A90 master contains A30 at equal ray cost,"For each plane a64=a16+(a32−a16)+(a64−a32); therefore span(A30)⊂span(A90), both using the same1,920 full-network rays.",Promote master-dictionary framing; numerical reconstruction pending,AGENT6_CONTINUATION_V3_REPORT.md,Theorem complete / numeric audit open,Proof + exposed diagnostic,Adaptive correction / conic master,2026-07-30 v26 post-agent
M176,12-case oracle diagnostic,Conic adaptive correction,Multiresolution A90 provisional capacity,Full90 beat plane30 on all12 diagnostic cases; pooled oracle ratio≈0.02292.,Promising but provisional; full48/tails/noise missing,AGENT6_CONTINUATION_V3_REPORT.md,Scientific / provisional,Exposed 12-case oracle,Adaptive correction / conic master,2026-07-30 v26 post-agent
T84,Exact score/economics theorems,Estimator economics,Charged-overhead joint physical covariance frontier,"All source, training, gating and estimation trajectories are charged; optimal frozen subspace at fixed n is top eigenspace of S−N/n; two-fold cross-fitting is unbiased.",Supersedes incomplete scalar/uncharged deployment arithmetic,AGENT6_CONTINUATION_V3_REPORT.md,Theorem complete / empirical inputs open,Proof / deployment accounting,Estimator economics,2026-07-30 v26 post-agent
T85,Exact algebra + local full-shape benchmark,Replay/implementation,Sorted stop-loss compilation of common-shift ReLU means,Sorting final preactivations with prefix sums gives exact output and active-fraction queries; projected rank32 cost≈1.202B versus2.710B serialized scans.,Replay fallback solved; not the observability solution,AGENT4_REPLAYABILITY_CONTINUATION_V3.md,Theorem complete / official cost pending,Proof + local benchmark,Replay / implementation,2026-07-30 v26 post-agent
M177,Frozen 36-case broad source/phase tournaments,Late-interface source geometry,Natural low-rank closure and phase obstruction,Rank4/5 confirmation≈0.442/0.404; rank12≈0.221 with worst≈0.51 and negligible estimator margin; rank20–32 capacity exists but signed phase does not transfer.,Stop rank4/5 and rank12; conditional high-rank identity/lower-bound only,AGENT5_GEOMETRY_CONTINUATION_REPORT.md; AGENT1_PHYSICAL_LATE_INTERFACE_SOURCE_TOURNAMENT_REPORT.md,Closed/quarantined tested forms,Full-width grouped frozen splits,Adaptive correction / geometry and phase,2026-07-30 v26 post-agent
M178,Official-Mini/exposed score-law audit,Estimator economics,"MC-rate score law and 90,624-row multifidelity re-score","Above the 10% floor, unbiased MC-rate score is governed by V·f/B. The 90,624-row multifidelity arm lowers raw MSE but is an adjusted regression of roughly 9%, with worse V and per-row cost.","Close the live multifidelity candidate; make V, V·f and full score mandatory.",15_score_law_and_v26_lead_path_audit.md; current update Pasted text(63).txt,Closed candidate / governance retained,Official-like exposed harness; no protected data,Estimator economics / sampling,2026-07-30 v27 full synthesis
M179,100-network reproduced baseline; leave-one-network-out,Direct-output observability,Legal scalar features for adaptive PCA source coefficients,"Source capacity reproduced at pooled r*=0.0773, but LORO R²≈−0.04, sign agreement0.492 and applying the correction worsened MSE3.9%; error magnitude is observable, direction is not.",Close tested scalar phase-feature family; does not replace the complete SOCP certificate.,15_score_law_and_v26_lead_path_audit.md; current update Pasted text(63).txt,Closed tested forms,Exposed Mini-style 100 networks,Adaptive correction / phase,2026-07-30 v27 full synthesis
T86,Exact source reconstruction + empirical convex primal/dual + untouched covariance,Checkpoint-gauge class closure,Source-specific linear checkpoint-gauge SOCP certificate,"For the exact adaptive direct-output source r*=0.074860710, selected [1,4,32] untouched S=1.274291533 versus allowed0.206408508; dual S≥1.155929800; ONB escape best1.032107.","Closes the declared linear, unbiased, independent-block checkpoint-gauge estimator class for the promoted source.",AGENT4_SOLE_PATH_FINAL_REPORT.md,Closed in declared class,36 full-width cases + independent covariance; no protected,Adaptive correction / checkpoint gauges,2026-07-30 v27 post-SOCP
T87,Exact terminal inequality + empirical all-layer dual certificates,Checkpoint-gauge class closure,Terminal-innovation frontier and complete all-layer checkpoint dual,"Latest checkpoint≤27 is terminal-noncompetitive in pooled proxy; late [1,29/30/31,32] programs score≈1.96–2.00; all-layer empirical dual score lower bounds6.94–7.09 on a hard case and1.2078 on a favorable case versus0.230415.",Closes the all-layer linear checkpoint-depth loophole on tested confirmation covariances; leaves nonlinear/biased analytic identities.,WHestBench_Priority_Continuation_v27.md; TERMINAL_INNOVATION_AND_ALL_LAYER_DUAL.md,Closed empirical linear class / exact scoped theorem,Confirmation cases; replicated covariance draws; no protected,Adaptive correction / all-layer dual,2026-07-30 v27 priority continuation
T88,Exact analytic reduction + exact-rational directed certificate,Finite-width static signed theory,29-state degree-28 tensor-degree Markov floor,"For the exact width256/depth32 ensemble, the selected finite-width subkernel yields arbitrary-node mass-one signed/static risk floor1.9250241617e-8; selected component Kerdock risk≤2.6030433136e-8.","Strongest recorded actual-width arbitrary-node static floor, but 2.913× below competition-scale closure; degree62 remains open.",WHestBench_Prompt2_FiniteWidth_Reconciliation_and_Closure_20260730.md,Theorem complete in stated trust base / independent implementation pending,Proof / exact-rational certificate,Finite-width static theory,2026-07-30 v27 finite-width
M180,Exposed full-width low-rank surrogate audit,Multilevel estimators,Two-level low-rank activation MLMC telescope,Rank8/32/128 difference-variance ratios≈0.974/0.812/0.508 with estimated score gains0.62/0.44/0.25; every tested level is worse than direct.,Close tested low-rank activation MLMC; deep ReLU trajectories decorrelate too quickly.,15_score_law_and_v26_lead_path_audit.md; current update Pasted text(63).txt,Closed tested form,Exposed full-width diagnostic,Control variates / MLMC,2026-07-30 v27 full synthesis
M181,Six-network angular two-point diagnostic,Harmonic spectrum,Empirical even-harmonic spectrum fit,"Fit attributed roughly42% degree2,23% degree4 and a large high-degree tail, suggesting stronger ordinary designs have little headroom.",Diagnostic only; do not promote as a theorem or override exact kernel/proof spectra. It supports but does not certify cubature closure.,15_score_law_and_v26_lead_path_audit.md; current update Pasted text(63).txt,Provisional diagnostic,Six exposed networks; fitted spectrum,Static sampling / harmonic diagnostic,2026-07-30 v27 full synthesis
M182,Layerwise oracle-current-moment diagnostic,Analytic moment propagation,Marginal Gaussian versus Edgeworth ReLU mean closure,"Edgeworth relative error is about1.9e-4 per layer and stable through depth, improving Gaussian by roughly7–11×; consistent with the measured oracle moment ceiling.",Marginal closure is locally adequate; higher-order truncation and rollout state remain separate issues.,Current update Pasted text(64).txt; closure.py reported,Scientific / reported; script archive not verified in Library,Official Mini cohort per update; oracle current moments,Moment/cumulant closure / marginals,2026-07-30 v27 current update
M183,Layerwise oracle-current-state covariance diagnostic,Analytic moment propagation,Gaussian bivariate covariance closure error,"Next-layer sigma closure error grows from about0.44% early to1.8% deep, mean≈1.34%; error is neuron-specific scatter and the main local analytic blocker.",Prioritize mixed third/fourth pair moments; universal scalar calibration is insufficient.,Current update Pasted text(64).txt; cov_closure.py reported,Scientific / reported; noise-floor reconciliation required,Official Mini cohort per update; empirical reference moments,Moment/cumulant closure / covariance,2026-07-30 v27 current update
M184,Targeted closure falsification suite,Analytic moment propagation,"Delayed closure, universal calibration and activation-rank diagnostics",Delayed Gaussianization worsened error1.67%→3.40%; LORO layer calibration gained≈1.01×; early layers require near-full rank despite participation ratio collapse late.,Close these fixes and low-dimensional state quadrature; compress the moment tensor instead of trajectories.,"Current update Pasted text(64).txt; lag_closure.py, calib.py, rank.py reported",Closed tested diagnostics / scripts not verified in Library,Official Mini cohort per update,Moment/cumulant closure / falsifiers,2026-07-30 v27 current update
M185,Randomized mode-unfolding diagnostic across depth,Cumulant compression,Third-cumulant Tucker/multilinear rank spectrum,"Captured energy for R=32 is0.639 at layer1,0.967 at layer8 and0.9999 at layer31; proposed depth-adaptive schedule costs≈3B FLOPs.","Promising oracle cost diagnostic, not CP-rank proof or deployable recurrence; must preserve mixed/downstream contractions.",Current update Pasted text(64).txt; cp_rank.py reported,Provisional oracle diagnostic / script archive not verified,Official Mini cohort per update; empirical activation moments,Moment/cumulant closure / tensor compression,2026-07-30 v27 current update
M186,Cross-experiment canonical reconciliation,Moment/cumulant closure,Dense pair sufficiency versus deployable transport,"Existing M40 already gives0.288% oracle one-step next-variance error, M66 gives0.856% target-width held-out, while M42/M68 finite pilots and M30/M44/M70 free rollout fail. The new Tucker result changes cost plausibility, not formula sufficiency.","Canonical open problem is analytic propagation of a compressed, PSD, mutually realizable joint moment state, validated by full downstream score.",CONTINUED_EXPERIMENT_REPORT.md; BOUNDED_ML_REPORT.md; CONTINUATION_REPORT.md; current update Pasted text(64).txt,Canonical synthesis,Prior oracle/synthetic corpus + current diagnostic,Moment/cumulant closure / reconciliation,2026-07-30 v27 full synthesis
T89,Exact universal counterexample theorem,Joint sign–magnitude state,Pairwise sign/truncated-moment state nonclosure,"Two three-sign parity laws have identical all-pair sign laws, orthant probabilities, truncated first/product moments, ReLU mean/covariance, and next preactivation mean/variance, but the same dense map followed by ReLU gives expectations 3/4 versus 1/2.","Pairwise sign, orthant, truncated-moment or PSD pair matrices are not complete recursive states. They remain one-step diagnostics only.",T89_PAIRWISE_SIGN_STATE_NONCLOSURE.md; AGENT2_ORTHANT_SIGN_KERNEL_REPORT_20260730.md,Theorem complete,Proof / analytic,Latent joint-state realizability,2026-07-30 v28 agent synthesis
T90,Exact algebra and transform identities,Joint sign–magnitude state,Weighted absolute-kernel representation of ReLU moments,"For every law, E[z_+]=1/2(E[z]+E|z|) and E[z_+z_+^T]=1/4(M+A+B+B^T), where A=E[|z||z|^T] and B=E[z|z|^T]. Under central symmetry the non-Gaussian pair defect after covariance matching is entirely the absolute-kernel residual.",Use orthant/weighted-kernel attribution to locate the defect. Raw sign coincidence alone can miss magnitude-weighted information.,T90_WEIGHTED_SIGN_MAGNITUDE_IDENTITIES.md; AGENT2_ORTHANT_SIGN_KERNEL_REPORT_20260730.md,Theorem complete,Proof / exact algebra,Latent joint-state realizability,2026-07-30 v28 agent synthesis
T91,Exact conditional-moment theorem,Conditional Gaussian mixture,Fixed-component conditional-Gaussian recurrence,"For a finite Gaussian-mixture preactivation state, exact conditional Gaussian ReLU moments followed by componentwise linear transport and Gaussian moment projection preserve every component's conditional first/second moments, preserve unconditional first/second moments, and maintain PSD.",Provides a legal coherent recurrence; its projection error and loss of within-component non-Gaussianity remain unmeasured.,AGENT1_LATENT_VARIABLE_COPULA_CLOSURE_20260730.md,Theorem complete / candidate untested,Proof / analytic,Latent joint-state realizability,2026-07-30 v28 agent synthesis
T92,Exact counterexample / mechanism theorem,Conditional Gaussian mixture,Random-correlation covariance-mixture obstruction,A centered Gaussian correlation mixture can have exactly Gaussian marginals and zero third cumulants while its ReLU pair moment differs from the matched Gaussian by strict convexity; mixed fourth cumulant kappa22=2 Var(R).,Third-order Gate-1 failure does not close finite-moment or latent models; it specifically motivates conditional covariance variation and explains the historical fourth-order signal.,AGENT1_LATENT_VARIABLE_COPULA_CLOSURE_20260730.md,Theorem complete,Proof / analytic,Moment/cumulant closure / copula,2026-07-30 v28 agent synthesis
M187,Partial local oracle result,Conditional Gaussian mixture,Sign–magnitude attribution and covariance-modulation mechanism,"Covariance-mixture half run locally: layer16 sigma error K1=1.641e-2, K8=8.44e-3, K32=5.33e-3; layer29 K1=1.368e-2, K8=6.08e-3, K32=3.58e-3. Mean across tested layers reported about4.8e-3 versus3e-3 gate. Sign–magnitude decomposition remains unrun.","Covariance modulation is real but K32 is about1.6x short of the local gate. Treat as mechanism evidence and input to M192, not a candidate result.",Pasted text(67).txt local covmix.py result; M187 protocol,Partially complete,Oracle / local empirical,Latent joint-state realizability,2026-07-31 v30 local-results audit
M188,Required legal rollout; not yet run,Conditional Gaussian mixture,Free rollout of the best legal mixture family selected by M192,"Initialize nontrivial latent components analytically from the exact Gaussian layer, then propagate a frozen tied, low-rank-covariance, or prototype mixture through all 32 layers using only weights and the prior legal state.","Run only after M192 passes. Candidate gate is raw MSE<=2.962e-7, complete effective compute<=10%, mutually realizable state, and safe grouped tails.",AGENT1_LATENT_VARIABLE_COPULA_CLOSURE_20260730.md; Agent 4 - Deterministic Gaussian Mixture and Transport Propagation.md,Open conditional on M192,Full rollout pending,Latent joint-state realizability,2026-07-30 v29 late-agent audit
T93,Exact generic separation-rank theorem,Network-adaptive tensor integration,Continuous-input tensor-train obstruction,"Across a balanced Cartesian input cut, the cross-Hermite matrix of a generic width-256 shallow ReLU ridge sum has rank 128 almost surely; a query budget below 27.2B supports only black-box TT ranks about 2-3.",Close Cartesian and ordinary rotated functional TT/HT as primary competition routes; covariance participation-ratio collapse does not imply low functional tensor rank.,WHestBench_Agent5_Tensor_Network_Integration_Report_20260730.md,Theorem / economic closure,Proof / analytic,Tensor-network integration,2026-07-30 v28 agent synthesis
T94,Exact finite-field support theorem,Network-adaptive tensor integration,Kerdock-index nonlinear Walsh densification,"A scalar first-layer Kerdock preactivation has exactly 256 Walsh atoms, but its square has exactly 32,641 nonzero sign-even frequencies out of 32,768 because every nonzero derivative of the Kerdock vector quadratic is surjective.",Strongly predicts immediate QTT-rank growth but dense support alone is not a rank theorem. Retain one direct rank audit.,WHestBench_Agent5_Tensor_Network_Integration_Report_20260730.md,Theorem complete / rank implication pending,Proof / finite-field analytic,Tensor-network integration,2026-07-30 v28 agent synthesis
M189,Existing-array oracle and legal gate; not yet run,Network-adaptive tensor integration,Direct final-output Kerdock-index QTT audit,"Use stored 65,536 chirp-node arrays to measure TT/QTT rank curves, first-layer |z| and ReLU matricization ranks, common-output pivots and legal cross reconstruction under 1,024-10,240 queried nodes.","One cheap falsifier only. Close if scalar ranks exceed about 12-16, common output pivots exceed budget, or complete mean/score gate fails.",WHestBench_Agent5_Tensor_Network_Integration_Report_20260730.md,Open bounded audit,Existing-array diagnostic pending,Tensor-network integration,2026-07-30 v28 agent synthesis
T95,Exact generic-density and rotation theorem,Compositional polynomial chaos,Coordinate-sparse PCE obstruction,"For generic dense continuous weights, every coordinate of each allowed nonzero Hermite tensor degree is nonzero almost surely after one ReLU ridge layer; coordinate/ANOVA support sparsity is rotation-unstable.","Close conventional sparse global multi-index and low-interaction-order PCE. Any viable chaos representation must be tensorial, directional and compositional.",AGENT6_SPARSE_HIGH_DEGREE_POLYNOMIAL_CHAOS_REPORT.md; AGENT6_THEOREM_APPENDIX.md,Theorem / scoped closure,Proof / analytic,Compositional chaos,2026-07-30 v28 agent synthesis
T96,Exact positive-homogeneity transfer identity,Compositional polynomial chaos,Radius-weighted directional-measure recursion,"For h_l=r_l s_l, the weighted directional measure obeys nu_{l+1}(phi)=nu_l(q_{l+1} phi o F_{l+1}). The degree-10 expectation reduces to contractions of six normalized homogeneous tensor orders against legal backward query tensors.","Creates a precise contracted expectation engine, but no finite ordinary-moment closure or low-rank legal recurrence is established.",AGENT6_SPARSE_HIGH_DEGREE_POLYNOMIAL_CHAOS_REPORT.md; AGENT6_THEOREM_APPENDIX.md,Theorem complete / algorithm open,Proof / analytic,Compositional chaos / adjoint harmonic,2026-07-30 v28 agent synthesis
M190,Scoped ceiling plus remaining engine gate,Compositional polynomial chaos,Environment-weighted degree-10 contraction audit,"Corrected harmonic spectrum gives residual energy above degree5≈0.399 and above degree11≈0.2532. If M190 only integrates degrees6-10 exactly, its zero-cost standalone gain is at most0.399/0.2532≈1.58x.",Demote as a standalone estimator. Retain only as a contraction/compression engine inside M192/M188 or for theorem value; that broader role is not bounded by the low-band calculation.,Pasted text(67).txt local spectrum analysis; Agent6 reports,Standalone demoted / engine open,Scoped analytic bound,Compositional chaos / adjoint harmonic,2026-07-31 v30 local-results audit
M191,Cross-agent canonical reconciliation,Out-of-box path synthesis,"Latent realizability, contraction engines and bounded falsifiers",Agents1/2 merge into one conditional-covariance latent-law program; pairwise sign matrices are closed as states. Agent6 supplies a possible environment-weighted contraction engine. Agent5 closes broad TT and retains one Kerdock-QTT rank falsifier.,No deployable candidate. Primary=M187 then M188; secondary=M190; cheap tertiary=M189. Direct late innovation remains a separate dormant identity hedge.,AGENT1_LATENT_VARIABLE_COPULA_CLOSURE_20260730.md; AGENT2_ORTHANT_SIGN_KERNEL_REPORT_20260730.md; WHestBench_Agent5_Tensor_Network_Integration_Report_20260730.md; AGENT6_SPARSE_HIGH_DEGREE_POLYNOMIAL_CHAOS_REPORT.md,Canonical synthesis,Cross-agent reviewed,V28 synthesis,2026-07-30 v28 agent synthesis
T97,Exact algebraic and information nonclosure theorems,Characteristic-function closure,Selected low-dimensional characteristic functions are not recursively closed,"A dense linear map followed by coordinatewise ReLU turns one Fourier character into orthant-dependent local characters. All coordinate-pair characteristic functions, and more generally any finite collection of one- or two-dimensional projection CFs, can agree while a downstream ReLU functional differs.",Close standalone uni/bivariate or finite selected-direction Fourier propagation. Spectral methods survive only inside a coherent latent joint distribution or as local downstream contractions.,agent_3_characteristic_function_fourier_closure.md,Theorem complete,Proof / analytic,Characteristic functions / latent state,2026-07-30 v29 late-agent audit
T98,Exact analytic construction,Conditional Gaussian mixture,Tied-covariance latent Gaussian-mixture recurrence,A positive K-component mixture with one shared full covariance preserves the approximate law's global mean and covariance exactly after componentwise Gaussian-ReLU integration and one shared covariance transform; state remains PSD and component count fixed. K=1 is exactly Gaussian closure.,Cheaper primary deployable mixture family. Nontrivial legal initialization is essential and conditional covariance dependence may still be required.,Agent 4 - Deterministic Gaussian Mixture and Transport Propagation.md,Theorem complete / empirical accuracy pending,Proof / analytic,Latent joint-state realizability,2026-07-30 v29 late-agent audit
T99,Exact fan identities plus scoped generic theorem,Activation-fan integration,Facet-current representation and generic failure of exact map merging,"The Gaussian mean of a homogeneous PWL network is a sum of region affine maps times cone first moments, equivalently output-weighted gate-facet currents. Distinct feasible live activation histories have distinct affine maps almost surely under continuous weights.","Close ordinary exact BDD/ZDD or affine-map-equality compression. Retain only low-normal-rank, output-weighted, certified facet compression.",WHestBench_Agent7_Polyhedral_Cone_Activation_Fan_Compression_20260730.md,Theorem/scoped closure,Proof / analytic,Activation fan / boundary geometry,2026-07-30 v29 late-agent audit
T100,Exact architecture-valid counterexample,Transcript observability,Finite baseline-output transcript blind spot,"For any finite antipodal design, a bias-free ReLU network can vanish at every design node yet have positive Gaussian mean. Therefore every measurable recombination of existing baseline output values—including nonlinear jackknives, Walsh transforms, norms, ratios and U-statistics—can be identical for networks with different targets.","Close universal exact identities based solely on the finite baseline output transcript. Full weights, boundary geometry and average-case learned algorithms remain outside scope.",WHestBench_Agent8_Nonlinear_Late_Innovation_Identities_and_Obstructions_20260730.md,Theorem complete,Proof / constructive counterexample,Late innovation / observability,2026-07-30 v29 late-agent audit
T101,Exact distributional identity,Activation-boundary integration,Boundary-Stein decomposition for homogeneous CPWL functions,"For homogeneous piecewise-linear g, E|g(X)| = E[sign(g) Delta g] + 2E[delta(g)||grad g||^2]. For a deep preactivation, Delta g is supported on inherited upstream ReLU boundaries, so final-gate density or local flux alone is incomplete.","Any exact late-innovation identity must evaluate or cancel all-ancestor boundary mass, not merely final near-zero statistics.",WHestBench_Agent8_Nonlinear_Late_Innovation_Identities_and_Obstructions_20260730.md; agent_10_automated_nonlinear_estimator_identity_synthesis.md,Theorem complete / computation open,Proof / distributional analytic,Late innovation / boundary geometry,2026-07-30 v29 late-agent audit
T102,Exact generic quotient theorem,Full-weight equivariant learning,Complete weight quotient and zero full-weight Bayes error,The Gaussian integral factors through a generic quotient removing input rotations and positive hidden gauges while retaining layerwise permutation covariance. The complete realized weights therefore determine the signed target; historical learning failures cannot be promoted to an information-theoretic impossibility.,Full-weight learning is mathematically open but empirically very unlikely. Any test must use an exact quotient and predict a coordinate-free output correction.,AGENT9_FULL_WEIGHT_EQUIVARIANT_NEURAL_OPERATOR_REPORT_20260730.md,Theorem complete / empirical route deferred,Proof / analytic,Full-weight learning / observability,2026-07-30 v29 late-agent audit
M188,Dormant pending the final M192 special case,Analytic closure,Legal 32-layer rollout of compact latent state,No compact mixture state currently survives both representation and evaluation economics. The K1536 heteroscedastic representation is accurate but uneconomic; Taylor and low-rank evaluation shortcuts fail.,Run only if an independently reproduced tied/shared-covariance M192 rung passes both closure and cost. Otherwise archive without rollout.,Pasted text(68).txt; M192 synthesis,Dormant / conditional,Canonical synthesis,Legal rollout,2026-07-31 v31 final local audit
M192,Mostly closed; one special shared-covariance rung remains,Conditional Gaussian mixture,Compact joint-modulation mixture ladder,"A high-accuracy heteroscedastic mixture is reported at K=1536 with delta≈1.781e-3, but all tested evaluation routes fail economics: exact componentwise evaluation caps near K≈100; first/second-order shared-reference Taylor error is mean-offset dominated; low-rank Hermite/direct variance extraction needs rank128 and degenerates to n^3. The exact tied-covariance/shared-correlation K<=64 recurrence has not been independently isolated from these closures.",Close the general heteroscedastic/full-covariance evaluation program. Permit one independently reproduced tied/shared-covariance exact recurrence test that exploits reusable correlation structure; otherwise close M192.,Pasted text(68).txt final local writeup; Agent4 tied-covariance theorem,Mostly closed / one final rung,Local empirical + analytic cost squeeze,Latent joint-state realizability,2026-07-31 v31 final local audit
M193,Open bounded diagnostic; covariance-rank warning added,Activation-fan integration,Output-weighted boundary-normal rank and gate-current localization,"Local covariance spectrum shows apparent late participation-ratio collapse is misleading: at an early layer, rank32 captures about46% and rank128 about93%; the sharp collapse is mainly late. These are activation-covariance ranks, not boundary-normal ranks.",Do not infer a low-normal-rank fan from participation ratio. M193 remains unanswered and should run only as the declared output-weighted boundary-normal/gate-current audit.,Pasted text(67).txt local rank analysis; Agent7 report,Open bounded diagnostic,Local warning only,Activation fan / boundary geometry,2026-07-31 v30 local-results audit
M194,Highest-upside untested class escape after M192 replication,Nonlinear late innovation,Weight-coupled cubic Walsh/boundary bispectrum,The final mixture evaluation closures do not touch the proposed weight-coupled activation-boundary phase primitive. Static LORO and low-band arguments remain out of scope.,"Promote to the leading mathematical escape if the final tied-covariance M192 rung fails. Still allow exactly one algebraically fixed, symmetry-valid kernel with a grouped covariance gate.",Pasted text(68).txt final mixture closure; Agent8 report,Open one-shot / conditional primary,Scope-preserving synthesis,Late innovation / nonlinear phase,2026-07-31 v31 final local audit
M195,Tested feature class closed; full quotient learner deferred,Full-weight equivariant learning,Weight/state-aware LORO feature test and quotient-operator hedge,"Local test used29 weight/state-aware features over25,600 network-neuron observations with leave-one-network-out validation: R2 ranged about-0.018 to-0.002, sign performance was chance, and MSE was worse. This closes that feature dictionary.",It does not close the unrestricted exact-quotient neural operator from T102. No more handcrafted feature expansion; full QERNO remains deferred unless anchored by a substantially better analytic estimator.,Pasted text(67).txt local weight-aware test; Agent9 report,Tested subclass closed / broad class deferred,Grouped local empirical,Full-weight learning / observability,2026-07-31 v30 local-results audit
M196,Superseded canonical synthesis,Late-agent audit,V29 synthesis,"V29 integrated Agents3,4,7,8,9,10 before the local hybrid and mixture experiments were available.",Superseded by M204/V30. Preserve as historical cutoff.,V29 ledger and memo,Superseded,Canonical history,V29 synthesis,2026-07-31 v30 local-results audit
T104,Exact estimator identity plus metric correction,Hybrid structured residual,Complete-block residual variance is the correct hybrid gate,"For an anchor g with known expectation and R sampled complete Kerdock blocks, the stochastic error is governed by Var_b[Q_b(f-g)]/R. Pointwise residual variance or rowwise R2 need not predict this quantity.","All future control-variate, MLMC and surrogate gates must report complete-block residual variance and complete shared cost. Local rank128 changed from0.597 pointwise to0.949 blockwise.",Pasted text(67).txt Gate A; Agent5 structured residual form,Identity complete / empirically validated,Exact variance identity + local empirical,Hybrid estimation governance,2026-07-31 v30 local-results audit
T105,Scoped harmonic ceiling,Compositional polynomial chaos,Standalone exact degree-10 low-band ceiling,"With residual energy above degree5 about0.399 and above degree11 about0.2532, removing degrees6-10 exactly can improve the remaining design error by at most about1.58x before compute.",Closes degree-10 low-band integration as a standalone winning route. Does not close environment-weighted contractions used to compress a richer state.,Pasted text(67).txt corrected spectrum,Scoped theorem/measurement,Harmonic spectrum bound,Compositional chaos,2026-07-31 v30 local-results audit
M197,Completed local experiment,Hybrid sampled moments,Sampled-moment analytic-mean Edgeworth hybrid,Rows4096/16384/66048: direct MSE3.21e-6/6.43e-7/1.68e-7; Gaussian hybrid9.70e-5/8.72e-5/8.28e-5; +k3 5.34e-6/3.76e-6/3.71e-6; +k3+k4 3.01e-6/7.97e-7/2.73e-7.,"Fourth-order marginal closure is strong, but MSE times rows stays roughly constant and the chain variance is about1.20e-2 versus direct1.11e-2. Sampling moments from the same rows does not beat direct information economics.",Pasted text(67).txt hybrid.py,Closed tested architecture,Local empirical / same rows,Hybrid sampled-moment propagation,2026-07-31 v30 local-results audit
